omni_omni.log GSM

#COORD
GSM

#DELAY
1800
yr mo dy hr mn sc ms bx by bz ux uy uz rho T
#START
 2012 11 12 20  2  0   0   -1.75    3.82   -5.34  -304.89     0.60   -20.33    12.44     292193.4
 2012 11 12 20  3  0   0   -2.89    4.58   -4.26  -304.80     1.86   -20.61    12.61     291368.2
 2012 11 12 20  4  0   0   -3.03    4.65   -3.91  -304.71     3.11   -20.90    12.78     290543.0
 2012 11 12 20  5  0   0   -3.46    4.42   -3.46  -304.62     4.37   -21.19    12.95     289717.8
 2012 11 12 20  6  0   0   -2.77    4.52   -3.96  -304.53     5.63   -21.48    13.12     288892.6
 2012 11 12 20  7  0   0   -2.68    4.64   -3.92  -304.44     6.88   -21.77    13.28     288067.4
 2012 11 12 20  8  0   0   -2.48    4.87   -3.96  -304.16     7.55   -21.88    12.98     287259.6
 2012 11 12 20  9  0   0   -1.99    4.70   -4.35  -303.88     8.22   -22.00    12.67     286451.7
 2012 11 12 20 10  0   0   -2.18    3.47   -4.79  -303.60     8.89   -22.11    12.37     285643.8
 2012 11 12 20 11  0   0   -1.77    2.40   -5.47  -303.32     9.56   -22.23    12.06     284836.0
 2012 11 12 20 12  0   0   -1.88    3.03   -5.17  -303.05    10.23   -22.34    11.75     284028.1
 2012 11 12 20 13  0   0   -1.66    3.01   -5.42  -302.77    10.89   -22.46    11.45     283220.2
 2012 11 12 20 14  0   0   -1.46    3.81   -4.91  -302.49    11.56   -22.58    11.14     282412.3
 2012 11 12 20 15  0   0   -1.49    5.19   -3.88  -302.21    12.23   -22.69    10.84     281604.5
 2012 11 12 20 16  0   0   -1.70    4.33   -4.54  -301.93    12.90   -22.81    10.53     280796.6
 2012 11 12 20 17  0   0   -1.96    4.52   -4.45  -303.77    15.32   -23.55    10.78     277663.6
 2012 11 12 20 18  0   0   -1.97    4.17   -4.55  -305.61    17.75   -24.30    11.03     274530.7
 2012 11 12 20 19  0   0   -1.62    3.87   -4.73  -307.45    20.17   -25.05    11.27     271397.7
 2012 11 12 20 20  0   0   -1.19    3.05   -4.77  -309.29    22.60   -25.79    11.52     268264.7
 2012 11 12 20 21  0   0   -1.40    2.73   -4.45  -311.12    25.02   -26.54    11.77     265131.8
 2012 11 12 20 22  0   0   -1.17    2.78   -4.24  -312.96    27.44   -27.29    12.01     261998.8
 2012 11 12 20 23  0   0   -0.39    1.29   -5.11  -314.80    29.87   -28.03    12.26     258865.8
 2012 11 12 20 24  0   0    2.85   -0.50   -5.55  -316.64    32.29   -28.78    12.51     255732.9
 2012 11 12 20 25  0   0    2.00   -1.01   -5.69  -318.48    34.71   -29.53    12.76     252599.9
 2012 11 12 20 26  0   0   -0.54    0.36   -5.30  -316.78    34.86   -29.50    12.59     249283.5
 2012 11 12 20 27  0   0   -0.60    0.52   -5.47  -315.08    35.01   -29.47    12.43     245967.1
 2012 11 12 20 28  0   0   -0.38    0.72   -5.34  -313.37    35.16   -29.44    12.27     242650.8
 2012 11 12 20 29  0   0   -0.30    0.81   -5.21  -311.67    35.31   -29.41    12.11     239334.4
 2012 11 12 20 30  0   0    0.02   -0.37   -5.63  -309.97    35.46   -29.39    11.95     236018.0
 2012 11 12 20 31  0   0    0.17   -1.62   -5.85  -308.27    35.62   -29.36    11.79     232701.6
 2012 11 12 20 32  0   0    0.02   -1.76   -5.61  -306.57    35.77   -29.33    11.63     229385.2
 2012 11 12 20 33  0   0    0.68   -1.44   -5.50  -304.86    35.92   -29.30    11.47     226068.9
 2012 11 12 20 34  0   0   -0.57    1.91   -3.99  -304.46    35.00   -29.25    11.44     228924.8
 2012 11 12 20 35  0   0   -0.33    2.47   -3.59  -304.05    34.08   -29.20    11.41     231780.7
 2012 11 12 20 36  0   0    1.21   -1.00   -3.45  -303.65    33.16   -29.15    11.38     234636.6
 2012 11 12 20 37  0   0    2.96   -5.28   -3.30  -303.24    32.25   -29.10    11.35     237492.5
 2012 11 12 20 38  0   0    3.47   -5.34   -3.15  -302.84    31.33   -29.05    11.32     240348.4
 2012 11 12 20 39  0   0    3.26   -5.20   -2.39  -302.43    30.41   -29.00    11.29     243204.3
 2012 11 12 20 40  0   0    2.95   -4.44   -2.91  -302.02    29.49   -28.95    11.26     246060.2
 2012 11 12 20 41  0   0    1.76   -2.36   -2.94  -301.62    28.58   -28.90    11.23     248916.1
 2012 11 12 20 42  0   0    2.13   -2.02   -2.75  -301.21    27.66   -28.85    11.20     251772.0
 2012 11 12 20 43  0   0    1.34   -2.18   -3.21  -301.80    28.93   -28.80    11.05     247990.4
 2012 11 12 20 44  0   0    0.03   -1.77   -3.62  -302.38    30.19   -28.74    10.89     244208.8
 2012 11 12 20 45  0   0   -0.71   -1.02   -3.50  -302.96    31.46   -28.68    10.74     240427.2
 2012 11 12 20 46  0   0   -0.51   -0.56   -3.52  -303.54    32.73   -28.62    10.59     236645.6
 2012 11 12 20 47  0   0   -0.47   -1.43   -3.99  -304.13    34.00   -28.57    10.44     232864.1
 2012 11 12 20 48  0   0   -1.68    1.15   -4.40  -304.71    35.26   -28.51    10.29     229082.5
 2012 11 12 20 49  0   0   -2.25    2.72   -3.54  -305.29    36.53   -28.45    10.14     225300.9
 2012 11 12 20 50  0   0   -2.80    4.00   -2.59  -305.88    37.80   -28.39     9.99     221519.3
 2012 11 12 20 51  0   0   -3.13    5.02   -1.19  -306.46    39.07   -28.33     9.84     217737.7
 2012 11 12 20 52  0   0   -2.63    2.99   -4.24  -305.85    37.65   -27.91     9.67     222317.9
 2012 11 12 20 53  0   0   -1.61    1.23   -6.32  -305.25    36.23   -27.49     9.51     226898.1
 2012 11 12 20 54  0   0   -1.11    0.54   -6.16  -304.64    34.80   -27.07     9.35     231478.3
 2012 11 12 20 55  0   0   -0.46    0.43   -6.84  -304.04    33.38   -26.65     9.18     236058.4
 2012 11 12 20 56  0   0   -1.42    1.29   -7.36  -303.43    31.96   -26.22     9.02     240638.6
 2012 11 12 20 57  0   0   -2.03    2.35   -6.76  -302.82    30.54   -25.80     8.85     245218.8
 2012 11 12 20 58  0   0   -2.09    1.85   -7.04  -302.22    29.12   -25.38     8.69     249799.0
 2012 11 12 20 59  0   0   -3.74    3.90   -5.46  -301.61    27.70   -24.96     8.52     254379.1
 2012 11 12 21  0  0   0   -3.75    3.62   -4.69  -301.64    27.90   -24.96     8.51     253475.1
 2012 11 12 21  1  0   0   -4.04    3.21   -4.58  -301.66    28.10   -24.96     8.50     252571.0
 2012 11 12 21  2  0   0   -3.94    3.36   -4.79  -301.68    28.30   -24.97     8.48     251666.9
 2012 11 12 21  3  0   0   -3.78    3.07   -4.82  -301.70    28.50   -24.97     8.47     250762.8
 2012 11 12 21  4  0   0   -3.69    3.20   -4.93  -301.72    28.69   -24.97     8.46     249858.7
 2012 11 12 21  5  0   0   -3.54    3.99   -5.16  -301.75    28.89   -24.98     8.44     248954.7
 2012 11 12 21  6  0   0   -3.36    4.14   -5.21  -301.77    29.09   -24.98     8.43     248050.6
 2012 11 12 21  7  0   0   -3.30    4.02   -5.00  -301.79    29.29   -24.98     8.42     247146.5
 2012 11 12 21  8  0   0   -3.66    3.11   -4.48  -302.35    31.32   -24.48     8.53     250872.3
 2012 11 12 21  9  0   0   -3.56    3.40   -4.01  -302.92    33.34   -23.98     8.63     254598.1
 2012 11 12 21 10  0   0   -3.48    2.49   -3.76  -302.00    25.41   -22.59     9.25     268797.8
 2012 11 12 21 11  0   0   -3.71    3.02   -4.23  -301.09    17.48   -21.20     9.86     282997.5
 2012 11 12 21 12  0   0   -3.63    3.70   -4.97  -305.42    31.80   -18.82     9.12     273466.7
 2012 11 12 21 13  0   0   -2.50    1.55   -4.50  -309.76    46.11   -16.43     8.37     263935.8
 2012 11 12 21 14  0   0   -1.54    0.11   -4.80  -308.53    45.75   -18.51     8.58     252333.6
 2012 11 12 21 15  0   0   -1.96    0.84   -5.41  -307.31    45.39   -20.58     8.79     240731.4
 2012 11 12 21 16  0   0   -3.18    4.17   -6.65  -305.08     0.71     5.36    11.13     304416.5
 2012 11 12 21 17  0   0   -3.30    3.94   -6.39  -304.87     1.27     5.39    11.48     305518.8
 2012 11 12 21 18  0   0   -3.31    3.74   -6.23  -304.66     1.84     5.42    11.83     306621.1
 2012 11 12 21 19  0   0   -3.52    3.90   -6.52  -304.87     4.86     5.21    11.30     305666.5
 2012 11 12 21 20  0   0   -3.39    4.09   -6.56  -305.09     7.89     4.99    10.78     304711.9
 2012 11 12 21 21  0   0   -3.68    4.21   -6.52  -304.81     8.85     4.91    10.55     302588.9
 2012 11 12 21 22  0   0   -3.32    4.57   -6.44  -304.54     9.80     4.82    10.33     300465.9
 2012 11 12 21 23  0   0   -3.05    2.64   -7.32  -304.40     4.13     4.66    10.67     299521.8
 2012 11 12 21 24  0   0   -3.04    1.66   -7.60  -304.27    -1.54     4.50    11.01     298577.7
 2012 11 12 21 25  0   0   -3.02    2.24   -7.61  -304.91     2.99     4.75    11.04     299444.6
 2012 11 12 21 26  0   0   -3.16    2.84   -7.40  -305.55     7.52     5.01    11.07     300311.6
 2012 11 12 21 27  0   0   -3.27    2.95   -7.24  -304.84     6.36     5.03    10.87     299798.6
 2012 11 12 21 28  0   0   -3.46    3.32   -7.05  -304.13     5.19     5.04    10.66     299285.6
 2012 11 12 21 29  0   0   -3.33    3.03   -7.08  -303.67     5.63     5.09    10.72     297642.3
 2012 11 12 21 30  0   0   -3.53    3.33   -6.93  -303.22     6.07     5.15    10.78     295999.0
 2012 11 12 21 31  0   0   -3.64    3.46   -6.77  -302.77     6.51     5.20    10.83     294355.7
 2012 11 12 21 32  0   0   -3.70    3.41   -6.70  -302.24     7.61     5.23    10.82     292547.4
 2012 11 12 21 33  0   0   -3.68    3.42   -6.48  -301.71     8.71     5.26    10.81     290739.1
 2012 11 12 21 34  0   0   -3.70    3.60   -5.94  -302.25     9.23     5.14    11.33     291825.6
 2012 11 12 21 35  0   0   -3.68    3.48   -6.02  -302.79     9.75     5.01    11.85     292912.1
 2012 11 12 21 36  0   0   -3.74    3.39   -5.75  -303.66    11.78     5.20    11.64     291630.0
 2012 11 12 21 37  0   0   -3.65    3.44   -6.00  -304.52    13.82     5.39    11.44     290348.0
